,total_requests,js_requests,img_requests,doc_requests,css_requests,font_requests,media_requests,other_requests,3rdparty_requests,total_size,js_size,img_size,doc_size,css_size,font_size,media_size,other_size,3rdparty_size,firstContentfulPaint,firstMeaningfulPaint,largestContentfulPaint,totalCumulativeLayoutShift,speedIndex,interactive,observedLoad,observedDomContentLoaded,RequestsBeforeSI,TransferBeforeSI,RequestsAfterSI,TransferAfterSI
https://nyc.gov/,164,46,92,1,11,2,0,12,14,2704.289,374.911,2070.743,13.545,79.482,147.168,0.0,18.44,186.215,1274,1274,5979,0.5516231246267441,3449,6092,5946,4309,105,1070360,60,1640873
https://flickr.com/,100,65,21,1,1,5,0,7,13,13202.159,1247.046,11494.179,75.471,221.653,161.025,0.0,2.785,241.908,806,1563,6201,0.02478481607346117,5004,6807,6265,2284,71,1818512,31,11416109
https://drive.google.com/,75,5,42,1,3,18,0,6,68,3165.509,181.191,2502.073,16.611,53.022,407.032,0.0,5.58,3062.484,1387,1387,2666,0.16036953414152105,2174,1387,5242,497,31,622031,46,2559164
https://pinterest.ca/,253,59,159,9,2,4,0,20,239,14637.884,1912.868,12309.436,171.139,24.593,49.918,0.0,169.93,14453.577,1961,2454,11991,0.0,10905,12849,12200,2061,189,8531956,64,6105928
https://nba.com/,669,136,193,32,14,4,0,290,551,4071.534,2640.123,843.285,120.273,67.828,54.732,0.0,345.293,2688.712,1408,1408,3636,0.032972756704137546,8846,22661,31513,4621,140,2069466,536,2017567
https://themeforest.net/,79,20,44,1,1,0,0,13,75,995.146,534.988,341.151,65.165,33.824,0.0,0.0,20.018,919.625,1691,1691,1691,0.0,3330,8839,9934,7187,15,310201,64,684945
https://google.com.br/,38,10,7,2,1,2,0,16,14,786.496,612.169,29.5,58.019,0.92,26.205,0.0,59.683,319.741,843,863,1234,0.0,2009,3728,4290,1605,10,376746,30,411272
https://ca.gov/,126,21,68,2,12,4,0,19,125,4434.564,564.876,3450.932,116.858,107.834,147.506,0.0,46.558,4423.726,977,1238,9117,0.0,11517,10239,15387,2719,114,3290404,29,1148699
https://google.fr/,38,10,7,2,1,2,0,16,14,787.416,612.667,29.789,57.906,0.92,26.204,0.0,59.93,320.154,783,783,1061,0.0,2484,5751,9486,1146,8,305009,32,483929
https://apnews.com/,366,63,73,38,2,6,0,184,344,3090.718,1904.18,328.753,450.523,26.21,142.216,0.0,238.836,2379.843,527,980,1073,0.062133774928124455,5780,12691,21054,1047,62,1701847,308,1388871
https://lenovo.com/,281,120,71,6,6,3,0,75,266,2636.73,2191.691,274.823,40.581,16.924,42.624,0.0,70.087,2540.986,2653,2653,3414,0.009361003101301078,5047,14852,7351,4374,61,711165,223,1927562
https://www.nhs.uk/,15,3,5,1,1,2,0,3,0,536.538,110.648,128.841,7.374,231.52,35.576,0.0,22.579,0.0,703,703,1088,1.0,1515,1131,2146,2000,11,478727,4,57811
https://ec.europa.eu/,10,2,3,1,3,0,0,1,0,85.73,45.065,8.558,1.987,28.918,0.0,0.0,1.202,0.0,1684,1684,2362,0.020973782771535582,1980,1684,1672,1621,7,74090,4,12149
https://hrw.org/,72,22,24,1,3,9,0,13,40,1879.542,877.499,427.636,49.48,39.664,473.605,0.0,11.658,465.23,1168,1168,3454,0.0,2300,5174,2736,2212,31,1388776,43,491234
https://httpd.apache.org/,15,2,9,1,2,0,0,1,2,171.226,5.267,154.41,2.982,6.552,0.0,0.0,2.015,28.65,576,576,989,0.010971937495653741,1169,959,1815,1261,7,113614,9,58184
https://dan.com/,39,16,12,1,1,4,0,5,11,1383.853,546.901,565.677,10.149,67.658,155.938,0.0,37.53,217.081,1282,1282,1512,0.0011932471901158694,2409,3635,3587,3142,30,1216750,9,167103
https://udemy.com/,232,44,66,9,6,3,0,104,184,2638.553,1362.438,906.059,76.512,29.626,95.401,0.0,168.517,1838.691,923,940,1818,0.3632798213027405,6197,8153,2608,2547,85,2113411,153,525142
https://parallels.com/,135,50,32,7,7,7,0,32,91,2025.59,963.27,681.542,18.097,58.86,180.791,0.0,123.03,963.075,2234,2234,2272,0.08310733000607655,3929,6226,8609,3432,42,741030,95,1284560
https://atlasobscura.com/,294,79,65,17,5,8,0,120,263,10202.893,2451.295,6948.615,177.39,266.338,239.51,0.0,119.745,7368.651,2771,2771,4035,0.012825620645720463,10405,16421,24388,5145,117,3883631,180,6319262
https://qualtrics.com/,416,145,96,17,26,18,1,113,283,5103.629,2262.911,533.574,141.013,178.387,421.149,1471.547,95.048,1782.566,2759,2852,4078,0.006102818524417989,9920,17605,17369,5849,121,2285725,297,2817904
https://wetransfer.com/,199,51,67,5,3,6,0,67,193,2503.535,1848.143,233.506,18.144,61.495,268.573,0.0,73.674,2492.381,2804,2804,6249,0.0002934594168636722,9526,8492,9673,1525,188,2249316,11,254219
https://yale.edu/,51,13,17,1,11,5,0,4,9,1943.628,220.095,1282.597,22.564,84.961,331.691,0.0,1.72,68.503,1319,1439,2313,0.07986107932559797,2450,2832,3321,2498,44,1925281,8,29753
https://iso.org/,34,8,10,1,2,3,0,10,11,926.253,303.619,335.658,9.643,92.622,150.568,0.0,34.143,175.511,3260,3360,3260,0.12739355466272584,6239,3389,10027,4714,26,502625,9,426730
https://nvidia.com/,247,91,86,5,8,4,0,53,207,5033.026,1830.299,2759.69,69.475,113.887,198.765,0.0,60.91,1434.452,1948,1948,4315,0.003321546077999571,8125,10095,7233,5317,157,3639142,96,1400142
https://dev.mysql.com/,38,11,14,2,3,6,0,2,15,465.37,198.111,107.784,8.033,23.128,127.102,0.0,1.212,103.987,971,1104,1192,0.005005869286404783,1566,1727,2962,2648,23,263107,17,203369
https://office.com/,69,11,34,3,4,7,0,10,67,6962.343,218.14,6463.571,44.507,88.656,136.502,0.0,10.967,6925.352,1148,1657,4930,0.00010236188746853906,2754,2774,3252,1899,58,6915204,13,58223
https://service.gov.uk/,14,4,1,1,4,2,0,2,1,174.737,41.683,3.765,13.376,47.995,65.262,0.0,2.656,0.135,605,667,735,0.2174088920028992,752,689,1039,898,10,103189,4,71548
https://buzzfeednews.com/,560,64,211,41,3,8,0,233,539,4706.957,2421.728,1587.771,178.601,20.823,261.549,0.0,236.485,3553.081,1244,1958,2913,0.14757383259868506,7764,18460,25295,1323,130,3177440,438,1529517
https://businesswire.com/,99,29,48,1,2,0,3,16,29,22329.105,684.573,5029.851,20.949,52.871,0.0,16418.932,121.929,322.838,1579,1579,6527,0.1144655052195394,3760,6802,5850,3013,61,1356891,43,20992162
https://freebsd.org/,15,0,6,1,7,0,0,1,0,97.53,0.0,80.107,4.679,12.453,0.0,0.0,0.291,0.0,1395,1395,1835,0.0,1709,1395,1463,915,15,97530,1,6390
https://oxfordjournals.org/,112,21,53,7,8,6,0,17,94,2959.915,760.663,905.843,304.106,154.849,82.341,0.0,752.113,2743.27,2430,2438,2973,0.35159969290232473,4057,6072,8350,5161,60,1567788,58,1417617
https://thetimes.co.uk/,636,241,113,31,5,13,0,233,467,4352.25,3150.555,334.095,320.144,20.939,238.859,0.0,287.658,2583.434,2633,2633,6504,0.09128508796541739,11326,22990,26117,5558,215,2434825,431,1917425
https://github.com/,57,25,11,1,8,4,0,8,52,1077.083,387.382,294.717,48.068,123.201,176.193,0.0,47.522,1002.953,1084,1275,2242,0.0,5082,41860,4357,3972,54,1060151,3,16932
https://substack.com/,25,6,12,1,2,2,1,1,22,2296.737,648.873,235.964,94.704,112.168,139.187,1065.497,0.344,2200.715,991,1055,2544,0.0038409529028231803,1886,3507,3314,2859,14,957418,12,1373095
https://domainmarket.com/,49,15,19,2,5,5,0,3,27,868.874,312.198,387.817,9.149,29.958,128.796,0.0,0.956,462.935,1128,1148,1764,0.059886519263960915,2067,3328,4932,2465,28,283895,22,585983
https://samsung.com/,546,133,298,21,13,4,0,77,257,4760.423,2009.027,1895.456,73.67,59.821,451.073,0.0,271.376,2281.71,1495,1530,2392,0.006803056018534685,21735,26985,15532,4850,487,4143121,59,617302
https://liveinternet.ru/,314,78,98,8,3,3,2,122,308,23787.638,2218.724,808.349,68.798,139.629,34.091,1198.082,19319.965,23572.591,2865,2865,6626,0.06783859525342306,10092,12383,17769,6807,89,2042135,236,21790653
https://woocommerce.com/,149,79,36,4,4,9,0,17,65,5220.169,1576.755,3121.36,34.939,204.883,271.405,0.0,10.827,1180.192,1878,1878,3465,0.09034838914600832,3585,6206,6314,3302,85,3493524,65,1726645
https://cctv.com/,316,56,244,1,3,0,0,12,293,9861.456,844.379,4860.369,63.195,39.219,0.0,0.0,4054.294,9612.683,2419,2419,5375,0.00040113257901684576,8457,8600,15963,8370,208,2817275,111,7282473
https://zoho.com/,46,19,10,5,4,3,0,5,38,1402.692,279.779,865.132,12.973,57.395,166.306,0.0,21.107,1337.702,1222,1287,4050,0.029291493851592392,2771,4289,4729,2139,26,1227946,21,205082
https://wikihow.com/,88,11,61,1,1,0,0,14,9,954.694,421.29,464.102,50.756,14.145,0.0,0.0,4.401,216.088,856,1227,1621,0.00558122816164556,2496,6011,6043,2679,34,338399,72,625606
https://blogger.com/,63,3,45,1,2,4,0,8,52,1889.373,36.148,1723.195,73.48,7.991,45.252,0.0,3.307,1736.823,1096,1382,2912,0.00016879517683937394,3598,1382,3721,1964,64,1890701,0,0
https://caltech.edu/,141,15,113,1,3,2,0,7,118,9561.353,441.454,8894.963,65.902,58.518,92.477,0.0,8.039,9264.328,1924,1955,2655,0.0387966475255948,4662,6385,10212,5102,49,2054030,92,7507323
https://utoronto.ca/,61,12,14,4,13,6,0,12,34,3178.188,349.93,2193.386,117.633,158.842,351.076,0.0,7.321,740.048,1587,2158,3459,0.44596799273439874,3226,3596,6324,2870,42,2975373,19,202815
https://apps.apple.com/,118,8,91,1,6,5,0,7,0,1622.145,218.121,360.993,21.253,48.604,918.374,0.0,54.8,0.0,1945,2145,2145,0.004366790421249078,3638,3758,5760,4455,113,1352485,7,292837
https://phys.org/,318,29,138,9,7,5,0,130,314,1261.982,507.521,505.208,101.675,50.522,79.657,0.0,17.399,1228.0,1344,1625,1715,0.0007451908742448701,4014,6908,11536,3148,128,423456,196,840022
https://php.net/,26,7,5,1,5,4,0,4,1,930.816,61.221,4.536,7.362,13.898,572.082,0.0,271.717,33.69,1258,1383,1616,0.0032176641721754096,2492,2751,3546,3280,21,273384,24,657432
https://washington.edu/,67,18,21,1,4,7,0,16,40,2453.128,423.863,1705.217,17.174,52.955,249.099,0.0,4.82,1945.146,1700,2177,4066,0.005569893097708667,2498,3907,3590,1486,37,1582636,31,871248
https://zoom.us/,246,59,108,5,10,3,0,61,132,9232.871,2603.998,5758.166,57.316,120.505,553.828,0.0,139.058,1453.407,2555,3250,7296,0.056846985752181035,13470,17983,24293,14706,98,4716524,150,4516347
https://eu.com/,27,5,17,1,2,0,0,2,5,184.717,100.875,70.685,3.75,8.67,0.0,0.0,0.737,18.803,698,698,1330,0.025733615612566534,1035,1128,1645,922,24,183479,4,1598
https://thoughtco.com/,225,28,73,22,1,2,0,99,206,1337.673,942.906,204.203,64.835,10.44,36.25,0.0,79.039,925.965,785,799,1101,0.0,2737,8623,1300,1065,19,423714,208,929890
https://postgresql.org/,24,6,7,1,5,3,0,2,3,564.699,111.753,311.754,6.225,43.306,91.343,0.0,0.318,61.683,1413,1413,1639,0.10881754326411254,2121,2299,2707,2391,16,280232,9,289545
https://bitnami.com/,50,16,17,1,2,5,0,9,48,927.143,442.118,233.024,87.069,21.98,100.817,0.0,42.135,838.402,1373,1373,1454,0.02430023730198595,2077,3000,3462,2436,30,487553,20,439590
https://reuters.com/,642,98,166,55,3,5,0,315,604,6979.989,3319.706,2620.563,400.935,64.624,210.511,0.0,363.65,3332.733,1420,2244,4264,0.20599250936329588,11130,21451,11472,3874,112,4945745,536,2034244
https://kde.org/,36,2,28,1,2,2,0,1,1,5701.02,36.534,5451.582,9.838,35.912,167.053,0.0,0.101,397.202,1528,1574,4957,0.0024123899482567665,3777,4687,4290,3726,40,5716652,0,0
https://utah.edu/,82,15,33,6,9,9,0,10,54,2934.361,337.34,2198.423,13.539,42.729,200.383,0.0,141.947,2529.963,1357,1667,1747,0.0010849471942644012,2447,2654,4802,2347,48,720969,35,2214034
https://rollingstone.com/,830,177,241,50,16,8,0,338,755,5388.511,3686.038,654.258,393.879,71.303,258.43,0.0,324.603,4268.359,1486,1486,12224,0.13480325707496277,11068,29642,43587,7808,132,2587164,711,2801347
https://hopkinsmedicine.org/,89,22,32,2,9,6,0,18,48,1552.705,522.247,801.198,15.011,101.31,91.196,0.0,21.743,582.86,2019,2433,2820,0.002514982019547046,3008,5353,4471,3597,48,1022176,46,534572
https://tripod.com/,60,12,29,2,3,0,0,14,57,575.759,88.402,440.41,25.447,14.29,0.0,0.0,7.21,552.493,2329,2329,2511,0.25448825894627886,3099,2697,5071,3830,27,524006,34,67299
https://ssa.gov/,54,18,25,1,3,0,0,7,24,791.685,441.19,321.639,7.556,18.396,0.0,0.0,2.904,446.917,1256,1321,2498,0.0,1859,3338,3662,1808,14,123255,42,670722
https://brookings.edu/,118,48,28,7,9,14,0,12,93,2313.376,1211.6,682.974,78.198,120.379,199.039,0.0,21.186,1987.014,2703,2940,3985,0.0,4799,6244,6432,2255,92,2001348,27,312719
https://uci.edu/,62,21,16,2,9,4,0,10,36,7779.042,950.622,6290.73,79.812,235.995,190.407,0.0,31.476,1243.869,1162,1162,4331,0.13206053448384952,1920,2939,5317,2785,22,3633944,41,4160671
https://cbslocal.com/,109,31,41,6,7,3,1,20,77,5241.586,1269.776,1338.198,51.633,58.926,106.228,2344.496,72.329,3816.168,1340,1419,1819,0.01057492651278897,3490,5502,2059,1774,53,1880790,58,3361119
https://answers.com/,47,18,9,1,2,3,0,14,21,1255.17,320.286,770.861,33.2,11.706,56.747,0.0,62.37,254.302,1070,1070,2363,0.0,2180,2316,2659,1748,29,1009803,19,247002
https://axios.com/,215,50,75,9,2,19,0,60,128,3935.556,986.013,2480.0,57.749,22.23,209.118,0.0,180.446,2716.165,1047,1055,2967,0.04746820777160273,3908,6286,10906,2528,77,1448507,145,2487049
https://rottentomatoes.com/,251,74,77,11,2,10,0,77,216,2971.388,1660.735,833.454,85.232,20.315,81.439,0.0,290.213,2420.879,1326,1402,1551,0.0174502878509071,5414,11141,12014,5059,48,1054951,209,1919983
https://symantec.com/,64,17,21,1,7,5,0,13,13,2028.176,490.509,1220.633,2.309,100.904,146.589,0.0,67.232,228.107,801,1536,2646,0.0046364070913181375,3602,2692,2511,2318,66,2028903,0,0
https://google.com.au/,38,11,7,2,1,2,0,15,15,787.628,612.803,29.789,58.825,0.92,26.204,0.0,59.087,320.291,766,784,1193,0.0,1566,2731,3450,1456,9,376925,31,412225
https://doubleclick.net/,45,11,14,1,2,6,0,11,32,709.631,257.03,313.756,20.13,29.02,88.792,0.0,0.903,587.88,1116,1442,1821,0.0072404571737963224,1867,2628,3400,2885,28,479525,19,245790
https://cell.com/,53,9,21,1,8,5,0,9,30,1534.085,383.882,811.572,49.039,100.593,152.247,0.0,36.752,1027.87,1534,1534,2583,0.18169419565846026,3018,2693,3531,2596,48,1437090,7,110494
https://sagepub.com/,41,13,11,1,9,2,0,5,8,1122.076,241.407,724.724,18.329,91.163,41.418,0.0,5.035,163.979,889,1141,1766,0.00895778006705484,1807,1508,2416,2010,36,1101961,6,31454
https://cutt.ly/,40,12,16,1,5,3,0,3,4,425.468,239.519,66.738,20.954,51.498,44.159,0.0,2.6,45.284,1143,1300,1457,0.006533483854948381,3021,3288,6021,4805,34,373129,8,52339
https://colorlib.com/,16,2,9,1,1,1,0,2,3,636.464,7.568,528.79,18.701,1.363,77.915,0.0,2.127,84.712,412,418,418,0.00569247038500464,647,791,1320,1147,6,262981,10,373483
https://prestashop.com/,69,23,19,5,5,2,0,15,45,2243.864,902.09,1046.639,17.836,94.885,166.546,0.0,15.868,899.533,2416,2454,4388,0.07733290810882762,4315,5422,7669,4168,39,1229942,32,1018418
https://prezi.com/,115,30,40,4,4,4,8,25,113,1290.668,656.083,360.991,19.894,40.888,163.606,22.731,26.475,1273.11,1519,1519,1799,0.09484362178537287,1971,4355,5763,2418,40,605016,75,685652
https://accuweather.com/,283,74,107,23,6,3,1,69,276,11578.957,2002.833,620.545,258.588,36.761,81.788,8352.372,226.07,11343.485,1056,1056,1838,0.1600904469460986,8652,21403,32164,2841,36,802544,257,10791812
https://jquery.com/,35,8,17,1,4,5,0,0,8,423.769,161.671,118.626,4.944,30.583,107.945,0.0,0.0,140.647,684,747,765,0.006560165201100823,1046,747,1366,1119,33,399880,3,25973
https://fcc.gov/,76,20,31,3,13,4,0,5,47,3208.186,530.778,2359.007,122.424,95.746,98.566,0.0,1.665,1109.123,1370,1514,3720,0.05271669463941051,2567,3936,2586,2088,42,2451027,41,772652
https://youronlinechoices.eu/,10,4,3,1,2,0,0,0,0,172.757,40.17,123.149,2.817,6.621,0.0,0.0,0.0,0.0,623,623,795,0.04415650701923357,1287,623,1730,1386,8,83781,3,90832
https://web.dev/,41,11,10,3,4,5,0,8,22,1031.345,413.425,441.683,36.237,41.647,85.136,0.0,13.217,798.609,463,495,1253,0.0,1042,1225,2813,565,22,572538,24,460927
https://mayoclinic.org/,131,46,33,11,6,4,0,31,99,1846.937,1196.41,369.938,24.363,76.603,164.511,0.0,15.112,1157.347,1488,1488,1987,0.04356483987264306,2741,5787,8561,2443,38,826967,94,1019970
https://livejournal.com/,278,36,95,7,4,0,0,136,265,2927.652,1383.376,456.704,115.867,447.216,0.0,0.0,524.489,2576.206,1634,1669,5880,0.3736914788504717,9130,18756,11442,4472,51,1969814,238,1146818
https://coe.int/,127,41,53,2,21,4,0,6,22,2151.511,546.924,1248.441,39.711,144.298,170.713,0.0,1.424,469.711,3607,3607,5326,0.5553998227696495,6399,5860,12259,7118,98,1709777,30,443361
https://soundcloud.com/,83,28,25,3,4,0,0,23,62,2635.695,1775.229,484.153,11.083,273.614,0.0,0.0,91.616,2521.219,1761,2860,3584,0.0,4722,6535,5826,2779,85,2398847,24,390204
https://foodnetwork.com/,405,75,111,40,3,5,0,171,399,3455.355,2349.395,489.291,216.065,83.696,114.422,0.0,202.486,3386.527,775,788,2222,0.2369337133269046,7800,16354,31721,4900,91,2166568,322,1288787
https://prweb.com/,364,145,51,8,75,8,1,76,249,2325.438,1216.744,669.991,35.883,199.522,129.685,8.443,65.17,1806.054,3695,3783,3839,0.002654204535076433,6197,11746,13662,6443,136,732583,228,1592855
https://stumbleupon.com/,23,10,6,1,2,0,0,4,2,480.236,177.003,294.643,2.399,4.375,0.0,0.0,1.816,72.972,643,643,1277,0.04123964976797128,1147,1283,1892,1617,18,188034,7,294491
https://greenpeace.org/,14,5,3,1,1,0,0,4,4,237.126,158.071,64.629,1.658,4.201,0.0,0.0,8.567,137.996,791,791,1705,0.0014838976716887778,1493,1827,2076,1563,11,216603,4,21112
https://web.facebook.com/,28,13,4,1,5,0,0,5,22,303.121,229.939,26.943,25.262,15.923,0.0,0.0,5.054,276.891,1072,1072,1212,0.0,1546,1072,2920,1824,16,208666,14,94455
https://ssrn.com/,68,18,20,1,15,5,0,9,21,1018.087,488.494,252.673,12.548,73.531,160.32,0.0,30.521,461.39,1465,1488,1642,0.015350943514904722,3411,2595,4311,3921,65,1013984,3,4103
https://newsweek.com/,197,32,108,5,8,6,0,38,141,1984.515,806.676,956.747,113.315,33.194,61.673,0.0,12.91,1458.858,1070,1282,1568,0.00113704838829541,4922,11407,15520,9046,62,809371,138,1183115
https://news.com.au/,387,94,184,7,3,1,0,98,354,3111.844,1683.677,1183.624,110.815,2.314,25.624,0.0,105.79,2525.612,829,882,1306,0.027832317148239576,5519,23186,19885,5400,21,402077,377,2709767
https://nobelprize.org/,85,36,13,4,7,5,0,20,59,2106.99,1064.824,683.47,92.5,95.809,105.762,0.0,64.625,1221.635,1305,1305,3689,0.2489303648797836,3549,4977,7288,2508,43,1409705,45,697285
https://mediafire.com/,114,25,45,9,6,6,0,23,66,1485.939,1110.933,95.563,49.082,129.07,75.922,0.0,25.369,1132.121,2137,3753,5071,0.0,11401,11398,17169,2287,71,1127873,44,359663
https://lg.com/,266,77,65,12,18,7,0,87,185,2863.648,1672.16,739.451,38.033,100.176,272.354,0.0,41.474,2047.644,1481,1481,2983,0.3089783326513625,9178,11128,11813,3098,220,2115925,47,749151
https://tripadvisor.com/,465,34,14,8,5,1,0,403,439,2073.824,1016.432,377.837,65.332,38.03,45.255,0.0,530.938,1692.477,2611,2611,2771,0.0,3431,8987,4309,2118,29,874079,438,1199745
https://readthedocs.io/,31,10,12,1,1,3,0,4,30,991.519,422.804,39.985,6.13,54.133,467.527,0.0,0.94,985.389,1757,1757,1977,2.6505816301222802e-05,2896,2219,3667,2786,25,523387,6,468132
https://icann.org/,36,4,20,1,5,3,0,3,7,975.727,529.729,329.549,18.792,57.768,32.445,0.0,7.444,65.991,1239,1239,3235,0.08814464079833272,2562,3223,3444,2828,35,968651,3,14078
https://umd.edu/,82,25,27,4,8,6,0,12,46,7673.386,1576.298,5806.099,66.093,80.629,111.827,0.0,32.44,1797.489,1559,1685,5962,0.7256921776467707,6029,9365,17236,2540,31,1797047,53,5877516
https://play.google.com/,85,19,44,2,1,5,0,14,71,1995.862,660.313,563.973,359.564,24.268,273.687,0.0,114.057,1523.645,679,1154,1374,0.06907532360786169,1627,1154,6147,2611,37,829325,48,1166537
https://fema.gov/,137,84,28,2,8,7,0,8,31,966.318,523.951,115.751,39.91,169.384,115.089,0.0,2.233,375.319,1652,1652,2937,0.017996483802221883,2727,3070,4762,4185,120,829812,18,144780
https://inc.com/,305,99,88,17,9,20,0,72,271,12418.815,3745.515,7992.554,128.291,87.347,287.423,0.0,177.685,9528.632,1348,3158,5304,0.2017341395512363,7613,12746,18262,5937,76,4143289,234,8276011
https://podbean.com/,86,30,27,2,3,3,0,21,61,1430.419,648.47,452.011,22.173,64.872,199.349,0.0,43.544,765.131,1360,1360,2015,0.10342607364897391,3836,5041,7172,2727,40,992330,47,440259
https://latimes.com/,491,108,127,44,4,9,1,198,477,9677.211,2087.772,750.842,150.839,57.275,141.474,6300.225,188.784,9388.914,749,815,3744,0.11037065127919529,10350,18803,19638,2473,138,2307262,368,7369949
https://dot.gov/,72,17,29,1,6,7,0,12,34,4655.873,443.1,3845.481,15.183,120.696,206.276,0.0,25.137,541.693,1762,2162,4133,0.0017767581044851,3723,4468,6522,4645,48,1450787,25,3205086
https://admin.ch/,108,24,47,4,4,7,0,22,32,11569.816,1895.725,9110.988,164.494,110.315,240.956,0.0,47.338,1166.95,2150,2306,4584,0.2038909505263711,5427,7042,9588,5313,40,2022426,71,9562866
https://lifehacker.com/,737,104,253,62,1,7,1,309,704,3837.71,2238.865,775.92,415.667,1.496,189.103,0.234,216.425,3527.058,728,949,1760,0.030911853511761983,5811,14209,36041,3527,52,958655,695,2879055
https://thenai.org/,63,8,43,2,5,3,0,2,9,34771.734,272.482,34191.249,92.958,33.404,180.173,0.0,1.468,150.819,8511,9024,13460,0.02577842917815942,9046,14836,23505,2957,16,439487,47,34332247
https://openoffice.org/,26,5,15,1,4,0,0,1,3,134.013,23.347,75.761,9.057,25.611,0.0,0.0,0.237,31.017,3237,3237,4957,0.0050734311013933995,4206,3237,4116,3522,23,101812,4,64527
https://va.gov/,62,23,13,1,4,4,0,17,42,1858.25,1247.37,334.651,19.083,96.424,137.331,0.0,23.391,1377.188,1225,1225,4030,0.2111410022710973,2436,4550,3811,2766,26,1297967,40,563988
https://weather.gov/,46,13,22,1,8,0,0,2,4,566.045,153.894,359.232,32.027,20.648,0.0,0.0,0.244,28.027,799,835,1457,0.03455889691435789,1392,1341,1998,1143,43,503563,4,74265
https://instructables.com/,59,15,25,3,3,5,0,8,29,3367.083,581.306,2630.74,27.277,34.161,89.646,0.0,3.953,424.351,1011,1022,3526,0.008642943034092871,2418,4595,3092,1677,20,1961173,44,1411271
https://wikidot.com/,38,12,14,1,5,1,0,5,29,1956.535,323.759,1549.555,6.829,30.668,43.898,0.0,1.826,1757.058,1462,1462,2255,0.004204698928514829,2216,2297,3551,2735,27,1878953,11,77582
https://ru.wikipedia.org/,44,6,33,1,2,0,0,2,29,528.69,227.524,241.611,28.799,26.899,0.0,0.0,3.857,228.07,563,585,685,0.0005225905461825599,1415,1307,1859,1211,40,502968,4,25722
https://mozilla.org/,57,15,20,1,10,4,0,7,8,882.008,220.664,334.959,20.964,23.616,271.918,0.0,9.887,338.095,1040,1040,1920,0.10413371463078216,1482,2697,2135,1861,50,780556,9,101452
https://cuny.edu/,131,56,18,4,22,6,1,24,78,6426.384,1421.937,1742.341,32.752,211.488,229.24,2773.832,14.794,1163.008,2312,2312,2429,0.014026982281889451,5674,6260,8401,3420,107,6179568,25,247611
https://uber.com/,44,25,7,1,0,4,0,7,38,1405.109,485.676,720.269,47.149,0.0,118.86,0.0,33.155,1326.525,882,921,3184,9.476649287601591e-05,5253,4038,4716,4401,43,1377793,2,27316
https://outlook.com/,55,10,28,2,8,2,0,5,53,2559.376,84.457,1664.606,12.666,720.91,67.31,0.0,9.427,2546.71,1597,1653,2329,9.793830096135509e-05,3822,2508,4260,1691,55,2559376,0,0
https://digitaltrends.com/,210,72,55,5,2,4,0,72,152,2222.272,1045.805,934.776,63.018,14.276,85.593,0.0,78.804,1030.304,748,806,1145,0.00036550385410539,1617,5954,5308,1985,22,460438,203,1761834
https://deadline.com/,797,131,237,49,4,3,0,373,745,3838.641,2380.934,793.94,150.507,55.142,165.874,0.0,292.244,2973.915,1041,1391,1463,0.056378985220631755,18205,29001,39919,5667,173,2528694,641,1311951
https://picasaweb.google.com/,24,5,1,3,0,8,0,7,14,632.22,27.523,0.009,525.859,0.0,75.012,0.0,3.817,115.828,1220,1563,1584,0.0,2065,1563,3435,859,13,588584,13,45680
https://indiegogo.com/,44,11,15,2,2,6,0,8,39,2263.948,686.004,1350.597,10.511,1.203,209.233,0.0,6.4,2249.068,2664,2664,4050,0.10917136703336404,10024,7909,10395,5985,44,1545340,1,718608
https://express.co.uk/,133,68,30,3,6,2,0,24,94,2544.446,2095.753,155.465,84.449,73.907,47.095,0.0,87.777,1804.991,2453,2533,2517,0.0,7688,7164,16388,5067,91,1868109,43,678531
https://mirror.co.uk/,386,69,130,27,9,4,0,147,289,3486.271,2311.976,567.25,119.121,41.097,325.818,0.0,121.009,1904.691,1479,1515,2769,0.010179092116207836,4393,13592,19902,6510,55,1505722,336,1982393
https://upenn.edu/,97,8,51,1,27,5,0,5,13,5593.418,176.721,5219.79,40.674,71.062,71.121,0.0,14.05,159.508,899,899,2007,0.05408160494009549,2722,2514,3961,3091,89,4671355,8,922063
https://cambridge.org/,70,13,23,5,7,4,1,17,25,21744.885,789.263,610.057,163.117,73.618,885.764,19172.472,50.594,678.765,1043,1585,1319,0.040857412603642417,2102,4595,4133,1961,31,20035463,41,1712732
https://twitter.com/,53,25,1,2,1,4,0,20,38,2279.66,1550.182,404.677,69.054,0.608,180.28,0.0,74.859,2179.62,283,1572,2697,0.013032787017960755,2728,1572,1969,1932,45,2156162,8,123498
https://wipo.int/,86,17,40,2,2,1,0,24,14,4026.688,1054.118,2892.48,14.031,24.529,25.476,0.0,16.054,226.483,3052,3337,8846,0.011187489402986634,5627,4612,11541,7214,41,1138944,45,2887744
https://google.de/,36,10,7,2,1,2,0,14,13,786.534,612.168,29.789,57.746,0.92,26.205,0.0,59.706,319.586,743,743,1149,0.0,1333,2456,2908,1257,8,376891,30,411162
https://news.google.com/,65,18,21,1,2,8,0,15,52,1148.469,461.076,40.417,351.501,2.215,235.842,0.0,57.418,741.605,1059,1059,1402,0.01275430395247633,2264,1059,11379,5272,31,933864,34,214605
